0	150	0.479872855957919
1	111	0.601027090855539
4	112	0.919228837825556
6	113	0.883026619268988
7	114	0.375383057552939
9	115	0.95242120589162
12	116	0.946537842278527
13	117	0.941021811090595
16	118	0.410945475215167
17	124	0.999950761165273
19	124	0.155849479585996
20	124	0.528542114968849
21	124	0.629487967811178
22	124	0.119346741463503
23	124	0.20390747609722
27	123	0.960761931089206
28	123	0.061735638728972
29	123	0.948675541521288
30	124	0.184932962124383
32	125	0.606009398877167
33	126	0.293535818738074
36	127	0.030828390036863
39	128	0.315746040822453
41	129	0.942493431030718
42	129	0.038514031717987
43	129	0.890001030887278
44	129	0.126381142950415
46	129	0.719662849386109
47	129	0.60268379964445
48	129	0.160554551249087
49	129	0.987341707718835
50	67	0.101308520039279
52	67	0.722097397671882
53	67	0.576629629053637
54	67	0.541809131139603
55	67	0.349848487617338
56	99	0.326889832667253
57	100	0.66085535021739
58	5	0.919053577508953
60	5	0.410460347503416
61	5	0.401446087690182
62	5	0.192229236549568
63	5	0.342479198851052
64	5	0.240914887135235
67	5	0.309078435896394
68	5	0.857650599605396
69	141	0.164692053903751
70	142	0.01785063209565
72	143	0.028259262799943
73	144	0.032863534678937
74	145	0.839062389446914
75	146	0.179889134251035
76	147	0.779638445431943
78	148	0.961229288161758
79	149	0.172315237824168
81	149	0.551376800438564
82	149	0.299162337149696
83	149	0.732465799216011
85	149	0.791212850408306
86	25	0.178658240820166
88	26	0.423226908074377
89	27	0.996440230831271
90	25	0.172226397882788
92	26	0.586276680126394
93	27	0.547739190769856
94	25	0.461271843795556
97	66	0.252479413418962
98	67	0.625075208299295
99	68	0.18176854195597
100	68	0.062959923242998
101	68	0.222676325156361
102	68	0.271575641243727
103	68	0.734080093514503
104	68	0.480902641666858
105	68	0.158097734191193
106	68	0.310036116579486
107	68	0.347734670540245
108	68	0.746380902875694
109	68	0.811829454719731
110	68	0.33289563368574
111	68	0.868340113642651
112	68	0.141308893695062
113	68	0.217784961367865
114	68	0.715228216041593
115	68	0.597434420587715
116	68	0.362176635850229
117	68	0.142173071751887
118	68	0.986488630951768
119	68	0.678070457576018
120	68	0.6061909597901
121	68	0.678546496915442
122	68	0.690242374373656
123	68	0.655965845628185
124	68	0.877759008949054
125	68	0.125204220574493
126	68	0.502966238956837
